lat,lon,osmid,ref,highway,elevation,elevation_res
47.643192,-122.3969684,53238640,NA,NA,61.71,4.77
47.64319,-122.3989112,53238641,NA,NA,53.95,4.77
47.569778,-122.2872097,53238649,NA,NA,13.87,4.77
47.6266631,-122.2987349,53238763,NA,NA,62.05,4.77
47.6274058,-122.2987326,53238764,NA,NA,59.8,4.77
47.683092,-122.3185791,53238890,NA,NA,93.35,4.77
47.6830698,-122.3170333,53238891,NA,traffic_signals,95.51,4.77
47.68305,-122.31209079999999,53238892,NA,traffic_signals,102.18,4.77
47.6830557,-122.2996964,53238893,NA,NA,76.45,4.77
47.6830414,-122.2947765,53238894,NA,traffic_signals,111.49,4.77
47.6830468,-122.2820356,53238895,NA,NA,100.04,4.77
47.683045,-122.2809813,53238896,NA,NA,100.38,4.77
47.6830338,-122.2744022,53238898,NA,NA,110.39,4.77
47.682991,-122.2690424,53238899,NA,NA,83.09,4.77
47.638247,-122.3294349,53238929,NA,stop,8.7,4.77
47.6940906,-122.3284171,53239208,NA,NA,97.69,4.77
47.6876508,-122.3283531,53239218,NA,NA,85.79,4.77
47.7128101,-122.3287458,53239225,NA,NA,101.58,4.77
47.7158861,-122.3288505,53239227,NA,NA,114.86,4.77
47.7060914,-122.3802722,53239306,NA,NA,78.73,76.35
47.5472574,-122.2591003,53239354,NA,NA,19.1,76.35
47.5929567,-122.299052,53239400,NA,NA,62.36,4.77
47.5934815,-122.2922943,53239401,NA,NA,73.8,4.77
47.5930658,-122.3109268,53239402,NA,NA,27.22,4.77
47.5934933,-122.3097301,53239403,NA,NA,28.34,4.77
47.593292,-122.2927698,53239404,NA,NA,81.88,4.77
47.6196778,-122.3343204,53239579,NA,NA,37.84,4.77
47.6208438,-122.3343387,53239580,NA,traffic_signals,32.35,4.77
47.6251132,-122.3343763,53239581,NA,NA,11.98,4.77
47.6659379,-122.3840867,53239582,NA,NA,7.34,9.54
47.5460194,-122.3168883,53239583,NA,NA,6.97,4.77
47.6182375,-122.348792,53239616,NA,NA,39.72,4.77
47.5805252,-122.3984942,53239628,NA,NA,87.38,4.77
47.5916299,-122.2984953,53239644,NA,NA,51.9,4.77
47.6026892,-122.3089748,53239689,NA,NA,91.12,4.77
47.6026814,-122.3050494,53239690,NA,NA,84.49,4.77
47.602676,-122.3024265,53239691,NA,NA,97.23,4.77
47.6026591,-122.2989324,53239692,NA,NA,91.08,4.77
47.6711924,-122.3577144,53239797,NA,NA,92.47,4.77
47.7050808,-122.3541069,53239899,NA,NA,117.86,4.77
47.7050665,-122.3474031,53239902,NA,NA,111.28,4.77
47.5405294,-122.3403637,53240051,NA,NA,5.33,4.77
47.6549941,-122.3899128,53240059,NA,NA,67.4,4.77
47.6400223,-122.3903309,53240062,NA,NA,73.65,4.77
47.6446275,-122.3902605,53240063,NA,NA,77.74,4.77
47.6289517,-122.3547355,53240086,NA,NA,103.73,4.77
47.628737,-122.366985,53240088,NA,turning_circle,87.43,9.54
47.7128479,-122.3581845,53240190,NA,NA,117.6,4.77
47.7240671,-122.3582594,53240191,NA,NA,141.36,4.77
47.6723458,-122.3577001,53240192,NA,NA,94.07,4.77
47.703019,-122.3578523,53240193,NA,NA,97.17,4.77
47.667904,-122.3574027,53240194,NA,NA,87.21,4.77
47.5034888,-122.3716445,53240209,NA,turning_circle,59.8,9.54
47.6752939,-122.3762094,53240242,NA,NA,45.96,4.77
47.6752858,-122.3901013,53240243,NA,NA,40.35,4.77
47.6492164,-122.3393664,53240320,NA,NA,21.5,4.77
47.6526864,-122.3393187,53240321,NA,NA,39.92,4.77
47.5006539,-122.379425,53240333,NA,NA,71.4,76.35
47.7048257,-122.3029842,53240472,NA,NA,72.41,4.77
47.6801741,-122.4026857,53240505,NA,NA,51.57,9.54
47.5745525,-122.4042132,53240606,NA,NA,55.96,9.54
47.5355461,-122.3268201,53240848,NA,NA,3.54,4.77
47.5342565,-122.3255041,53240849,NA,NA,3.57,4.77
47.5337638,-122.3234086,53240850,NA,NA,4.28,4.77
47.5146628,-122.3765035,53240853,NA,NA,121.22,4.77
47.6946081,-122.3941541,53240860,NA,NA,73.64,76.35
47.5773301,-122.2848769,53240863,NA,NA,43.2,76.35
47.6888105,-122.295011,53240872,NA,NA,108.41,4.77
47.6197247,-122.3410853,53241026,NA,NA,25.38,4.77
47.6208889,-122.3410873,53241027,NA,NA,22.33,4.77
47.6339699,-122.3411415,53241028,NA,NA,17.33,76.35
47.6345735,-122.3411695,53241029,NA,NA,21.8,76.35
47.6359299,-122.3414532,53241030,NA,NA,28.64,76.35
47.6409181,-122.3433871,53241032,NA,NA,37.15,76.35
47.6416353,-122.3437889,53241033,NA,NA,38,4.77
47.6271459,-122.3410189,53241034,NA,NA,11.36,76.35
47.6636241,-122.3978773,53241036,NA,NA,31.64,4.77
47.5391818,-122.3678982,53241217,NA,NA,98.03,4.77
47.6685267,-122.296209,53241393,NA,NA,43.51,4.77
47.6801766,-122.2964225,53241395,NA,NA,95.23,4.77
47.6858368,-122.2966711,53241400,NA,NA,94.52,4.77
47.5326558,-122.322818,53241472,NA,NA,4.25,4.77
47.5319495,-122.3228289,53241481,NA,NA,4.38,4.77
47.528172,-122.3228979,53241483,NA,NA,4.79,4.77
47.5353795,-122.3225464,53241489,NA,NA,4.3,4.77
47.5797937,-122.3234737,53241492,NA,NA,6.48,4.77
47.6934708,-122.3499322,53241644,NA,NA,103.06,4.77
47.6934767,-122.3472349,53241645,NA,NA,99.73,4.77
47.6196703,-122.3317229,53241647,NA,NA,37.97,4.77
47.6247133,-122.3317438,53241649,NA,NA,24.95,4.77
47.6778599,-122.3224243,53241662,NA,NA,54.18,4.77
47.6493242,-122.3675388,53241680,NA,NA,43.54,4.77
47.633539,-122.3678228,53241682,NA,NA,109.61,9.54
47.6395817,-122.367618,53241683,NA,NA,105.68,4.77
47.6450376,-122.3675331,53241684,NA,NA,97.16,4.77
47.6978359,-122.3961332,53241727,NA,NA,43.14,76.35
47.6979053,-122.3971551,53241728,NA,NA,41.72,76.35
47.6978889,-122.3768046,53241731,NA,NA,106.92,4.77
47.6978647,-122.3897116,53241734,NA,NA,34.95,76.35
47.7301276,-122.3011513,53241791,NA,NA,83.53,4.77
47.7301492,-122.3005655,53241792,NA,NA,79.74,4.77
47.7300963,-122.2923289,53241795,NA,NA,71.38,4.77
47.7302829,-122.3127059,53241799,NA,NA,84.43,4.77
47.538239,-122.2672885,53241880,NA,NA,37.92,4.77
47.5382355,-122.2658756,53241881,NA,NA,34.62,76.35
47.6685822,-122.3184129,53242039,NA,NA,61.34,4.77
47.7172917,-122.3193058,53242041,NA,NA,112.63,4.77
47.7140057,-122.3193015,53242042,NA,NA,105.87,4.77
47.7158386,-122.3193803,53242043,NA,NA,110.76,4.77
47.7049279,-122.3185003,53242047,NA,NA,84.73,4.77
47.7058607,-122.3185132,53242048,NA,NA,74.6,4.77
47.6808754,-122.3187674,53242051,NA,NA,82.54,4.77
47.694131,-122.3936585,53242335,NA,NA,77.09,76.35
47.5256118,-122.264758,53242530,NA,NA,12.2,9.54
47.5496383,-122.258816,53242533,NA,NA,19,9.54
47.5397907,-122.2668963,53242534,NA,NA,48.2,4.77
47.5316726,-122.2664117,53242535,NA,NA,29.59,76.35
47.6514008,-122.3544846,53242734,NA,NA,10.96,4.77
47.6796479,-122.3543507,53242736,NA,NA,96.85,4.77
47.7141514,-122.3541688,53242739,NA,NA,136.53,4.77
47.7159699,-122.3541928,53242740,NA,NA,139.37,4.77
47.5191978,-122.3645826,53242798,NA,NA,92.67,4.77
47.5446825,-122.3643598,53242818,NA,NA,45.06,4.77
47.5408975,-122.3644498,53242820,NA,NA,65.61,4.77
47.5023979,-122.3848461,53242828,NA,NA,10.65,76.35
47.7212297,-122.3061292,53242873,NA,NA,67.19,4.77
47.7212181,-122.3126828,53242887,NA,traffic_signals,100.5,4.77
47.5013916,-122.3761735,53242923,NA,NA,62.64,9.54
47.639979,-122.3471678,53243043,NA,NA,105.07,4.77
47.6032016,-122.2937129,53243128,NA,NA,95.05,4.77
47.603548,-122.2937093,53243129,NA,NA,95.98,4.77
47.6061663,-122.2936821,53243130,NA,NA,103.88,4.77
47.5796484,-122.2929914,53243283,NA,NA,45.62,4.77
47.5794709,-122.3121296,53243325,NA,NA,88.88,4.77
47.5795817,-122.3098006,53243327,NA,NA,79.55,4.77
47.5795793,-122.3093151,53243328,NA,NA,78.21,4.77
47.5794914,-122.3211341,53243333,NA,NA,6.64,4.77
47.7015097,-122.3687533,53243383,NA,NA,87.32,4.77
47.6575407,-122.3670723,53243384,NA,NA,7.01,4.77
47.668662,-122.3686017,53243391,NA,NA,19.56,4.77
47.712008,-122.3674516,53243395,NA,turning_circle,52.32,4.77
47.7141842,-122.3692546,53243396,NA,turning_circle,66.4,9.54
47.5530185,-122.300253,53243437,NA,turning_circle,87.91,4.77
47.5759765,-122.4159805,53243439,NA,NA,7.95,76.35
47.6875292,-122.312159,53243502,NA,traffic_signals,110.2,4.77
47.688501,-122.3107736,53243503,NA,NA,108.93,4.77
47.6939384,-122.30555,53243504,NA,NA,76.82,4.77
47.7142226,-122.2982565,53243507,NA,NA,52.11,4.77
47.7156218,-122.2974182,53243509,NA,traffic_signals,53.82,4.77
47.6408012,-122.3514358,53243542,NA,NA,102.75,4.77
47.6407056,-122.3473561,53243546,NA,NA,99.34,4.77
47.5191087,-122.3415908,53243569,NA,NA,128.79,4.77
47.5644868,-122.344321,53243582,NA,NA,5.12,4.77
47.6382638,-122.3246886,53243668,NA,NA,39.08,4.77
47.5498494,-122.2947755,53243725,NA,NA,77.75,4.77
47.5191942,-122.3632453,53243741,NA,NA,101.09,4.77
47.5184277,-122.3878591,53243742,NA,turning_circle,72.85,9.54
47.5191074,-122.3401892,53243743,NA,NA,120.59,4.77
47.5191956,-122.3578626,53243744,NA,NA,119.1,4.77
47.5191891,-122.3618079,53243745,NA,NA,119.32,4.77
47.5192818,-122.3767979,53243746,NA,NA,101.65,4.77
47.5192861,-122.3781465,53243747,NA,NA,93.29,4.77
47.5192825,-122.3806192,53243748,NA,NA,83.29,4.77
47.5178367,-122.3401945,53243749,NA,NA,121.79,4.77
47.5351985,-122.2765181,53243857,NA,NA,31.07,4.77
47.6045973,-122.3223338,53243899,NA,NA,102.54,4.77
47.5565873,-122.3057544,53243946,NA,NA,94.47,4.77
47.5500834,-122.3351779,53243971,NA,NA,5.23,9.54
47.549862,-122.3382694,53243975,NA,NA,3.63,9.54
47.4992481,-122.2668046,53244114,NA,NA,111.6,4.77
47.7048212,-122.3130649,53244246,NA,NA,70.81,4.77
47.5562798,-122.2662104,53244341,NA,NA,51.66,9.54
47.5563459,-122.3191813,53244342,NA,NA,42.6,4.77
47.5567209,-122.3087451,53244343,NA,NA,80.35,4.77
47.5561301,-122.2744553,53244344,NA,NA,59.84,4.77
47.5562197,-122.281534,53244345,NA,NA,49.77,4.77
47.5698621,-122.3166762,53244421,NA,NA,90.06,4.77
47.5698633,-122.3154686,53244422,NA,NA,88.96,4.77
47.5697639,-122.2855789,53244423,NA,NA,35.06,4.77
47.5697367,-122.3251774,53244426,NA,NA,6.08,4.77
47.5845018,-122.2990238,53244427,NA,NA,27.03,4.77
47.5844911,-122.2958986,53244428,NA,NA,63.31,4.77
47.5844758,-122.2929966,53244429,NA,NA,71.23,4.77
47.584520500000004,-122.3120577,53244430,NA,NA,79.05,4.77
47.5845215,-122.3112547,53244432,NA,NA,77.87,4.77
47.5845207,-122.309459,53244433,NA,NA,52.02,4.77
47.5845429,-122.3205571,53244434,NA,NA,7.48,4.77
47.5315617,-122.2759409,53244772,NA,NA,26.8,4.77
47.5356942,-122.2767364,53244809,NA,turning_circle,32.14,4.77
47.5436685,-122.2764357,53244818,NA,NA,40.03,4.77
47.5613024,-122.2769675,53244819,NA,NA,34.35,9.54
47.5605489,-122.2769787,53244820,NA,NA,32.16,9.54
47.6410241,-122.3107132,53245167,NA,NA,8.32,4.77
47.6560323,-122.3847091,53245191,NA,NA,15.66,9.54
47.5197697,-122.285982,53245271,NA,NA,73.01,4.77
47.7121446,-122.279667,53245295,NA,NA,51.49,4.77
47.6664557,-122.3632745,53245436,NA,NA,25.25,4.77
47.666446,-122.3762801,53245437,NA,NA,17.63,4.77
47.6692422,-122.2758282,53245503,NA,stop,47.8,9.54
47.6707159,-122.2764651,53245504,NA,NA,66.63,4.77
47.6748652,-122.2748201,53245506,NA,NA,99.77,4.77
47.5622171,-122.3353735,53245510,NA,NA,5.08,4.77
47.570576,-122.3611286,53245620,NA,NA,17.04,4.77
47.5461633,-122.3610847,53245623,NA,NA,55.41,4.77
47.5217519,-122.3621154,53245626,NA,NA,104.57,4.77
47.5629152,-122.3661533,53245643,NA,NA,18.71,9.54
47.5628777,-122.3841445,53245646,NA,NA,96.7,4.77
47.5629714,-122.3921607,53245647,NA,NA,70.08,4.77
47.7203833,-122.3636684,53245659,NA,NA,117.51,4.77
47.7203941,-122.3643252,53245660,NA,NA,115.52,4.77
47.5271368,-122.3868929,53245718,NA,turning_circle,74.56,4.77
47.5342882,-122.3132066,53246072,NA,traffic_signals,5.24,4.77
47.5883182,-122.3126836,53246081,NA,NA,75.82,4.77
47.582977,-122.3120745,53246087,NA,NA,76.95,4.77
47.5499553,-122.3123312,53246099,NA,NA,27.39,4.77
47.5826562,-122.396644,53246157,NA,NA,79.88,76.35
47.5824177,-122.3838623,53246167,NA,NA,98.89,9.54
47.7179594,-122.3080707,53246238,NA,NA,98.83,4.77
47.718441,-122.3152603,53246274,NA,NA,98.54,4.77
47.7187446,-122.3222977,53246276,NA,NA,119.95,4.77
47.7181628,-122.2806183,53246277,NA,NA,34.25,9.54
47.6883941,-122.2822861,53246323,NA,NA,98.96,4.77
47.6885206,-122.312208,53246327,NA,NA,114.92,4.77
47.6880836,-122.2949793,53246329,NA,NA,109.45,4.77
47.5038366,-122.3761016,53246333,NA,NA,74.21,9.54
47.533633,-122.384676,53246606,NA,NA,128.18,4.77
47.52315,-122.3854796,53246607,NA,NA,60.83,4.77
47.5403501,-122.3845018,53246609,NA,NA,100.75,4.77
47.587509,-122.3829805,53246613,NA,NA,79.07,9.54
47.582026,-122.3838703,53246614,NA,NA,99.77,9.54
47.5811858,-122.3839078,53246615,NA,traffic_signals,101.6,4.77
47.52603,-122.3835588,53246616,NA,NA,110.68,4.77
47.5371562,-122.38465,53246617,NA,NA,102.24,4.77
47.6035277,-122.3200651,53246625,NA,turning_circle,92.22,4.77
47.6035246,-122.308955,53246627,NA,NA,93.29,4.77
47.6035108,-122.305051,53246628,NA,NA,84.21,4.77
47.6035097,-122.3024404,53246629,NA,NA,98.13,4.77
47.6031896,-122.290606,53246630,NA,NA,75.4,4.77
47.5719211,-122.3075309,53246703,NA,NA,95.41,4.77
47.5716212,-122.2860213,53246711,NA,NA,37.13,76.35
47.5721871,-122.3012127,53246713,NA,NA,67.9,4.77
47.715161,-122.3735894,53246759,NA,turning_circle,68.7,9.54
47.6428165,-122.352738,53246771,NA,NA,61.14,4.77
47.6456129,-122.3523789,53246772,NA,NA,33.18,4.77
47.668671,-122.3640443,53246785,NA,NA,27.29,4.77
47.6686666,-122.3815669,53246787,NA,NA,21.05,9.54
47.6686716,-122.3902095,53246788,NA,NA,10.54,4.77
47.6686215,-122.4020357,53246789,NA,NA,18.23,9.54
47.677601,-122.311975,53246832,NA,NA,82.51,4.77
47.6775949,-122.2995595,53246833,NA,NA,70.42,4.77
47.6776218,-122.2822774,53246835,NA,NA,84.94,4.77
47.6775934,-122.2809349,53246836,NA,NA,87.65,4.77
47.6775958,-122.2742655,53246837,NA,NA,106.32,4.77
47.6775911,-122.2689194,53246838,NA,NA,60.23,4.77
47.6780444,-122.3119843,53246851,NA,NA,85.11,4.77
47.6048632,-122.2880841,53247104,NA,NA,47.81,76.35
47.6041977,-122.2862732,53247213,NA,NA,37.63,76.35
47.606068,-122.2856184,53247214,NA,NA,34.5,76.35
47.6022648,-122.3278983,53247233,NA,traffic_signals,33.9,4.77
47.6168057,-122.3444174,53247236,NA,traffic_signals,38.87,4.77
47.6173331,-122.3453221,53247237,NA,traffic_signals,39.18,4.77
47.5383962,-122.3922257,53247358,NA,turning_circle,43.43,9.54
47.6128085,-122.3511549,53247506,NA,traffic_signals,4.89,76.35
47.6166804,-122.3461696,53247507,NA,traffic_signals,38.01,4.77
47.6557598,-122.273471,53247567,NA,NA,33.37,76.35
47.657643,-122.2739646,53247568,NA,NA,37.69,76.35
47.6685208,-122.311906,53247596,NA,NA,76.8,4.77
47.6747514,-122.3119147,53247597,NA,NA,66.9,4.77
47.6939801,-122.3121418,53247600,NA,NA,134.33,4.77
47.7157901,-122.3125678,53247602,NA,NA,108.71,4.77
47.519854,-122.2661846,53247652,NA,NA,13.18,9.54
47.516105,-122.2664991,53247660,NA,turning_circle,30.8,9.54
47.5148726,-122.2665683,53247661,NA,NA,35.35,4.77
47.4978031,-122.2677613,53247667,NA,NA,86.18,4.77
47.5606089,-122.2669498,53247677,NA,NA,21.37,9.54
47.5268865,-122.2664765,53247684,NA,NA,14.06,76.35
47.5252025,-122.2664927,53247685,NA,NA,9.35,9.54
47.5054726,-122.2675007,53247686,NA,NA,82.74,4.77
47.6701711,-122.3761978,53247761,NA,NA,27.75,4.77
47.6702051,-122.3901342,53247762,NA,NA,16.74,4.77
47.6542636,-122.2743597,53247830,NA,NA,8.74,76.35
47.5831511,-122.301819,53247875,NA,NA,18.31,4.77
47.5827759,-122.3015327,53247876,NA,NA,18.16,4.77
47.5670026,-122.2889648,53247877,NA,NA,13.98,4.77
47.5497296,-122.2771447,53247879,NA,NA,54.46,4.77
47.5397955,-122.2709753,53247884,NA,NA,27.42,4.77
47.532623,-122.2699864,53247885,NA,NA,14.74,4.77
47.5316919,-122.269993,53247886,NA,NA,14.25,4.77
47.5279115,-122.269995,53247887,NA,NA,13.44,4.77
47.5109914,-122.2411069,53247896,NA,NA,14.63,76.35
47.717913,-122.3003416,53247987,NA,NA,60.6,4.77
47.5818155,-122.3779386,53248085,NA,NA,100.47,76.35
47.6920644,-122.2998627,53248099,NA,NA,101.35,4.77
47.6912539,-122.2819939,53248102,NA,NA,86.72,4.77
47.6915982,-122.281562,53248103,NA,turning_circle,82.77,4.77
47.691843,-122.2749054,53248104,NA,NA,63.72,76.35
47.6918609,-122.2731745,53248105,NA,NA,55.25,76.35
47.5315491,-122.278317,53248224,NA,NA,33.56,4.77
47.5316794,-122.267675,53248226,NA,NA,22.08,4.77
47.5315503,-122.2859129,53248228,NA,NA,67.09,4.77
47.5319864,-122.3294904,53248229,NA,NA,5.45,4.77
47.6467977,-122.4075682,53248264,NA,NA,117.3,4.77
47.641036,-122.3112597,53248305,NA,turning_circle,8.02,4.77
47.6410178,-122.3089802,53248306,NA,NA,8.95,4.77
47.5327302,-122.3303149,53248373,NA,NA,4.1,4.77
47.5323335,-122.2859117,53248375,NA,NA,68.49,4.77
47.532405,-122.2921278,53248377,NA,NA,51.88,4.77
47.5325204,-122.2806013,53248382,NA,NA,36.04,4.77
47.5325282,-122.2786085,53248383,NA,NA,34.61,4.77
47.5323978,-122.2925918,53248384,NA,NA,42.46,4.77
47.6657055,-122.3762726,53248412,NA,NA,15.63,4.77
47.6723725,-122.376203,53248413,NA,traffic_signals,35.3,4.77
47.6765103,-122.376755,53248420,NA,NA,52.24,4.77
47.7015492,-122.3767788,53248421,NA,NA,105.39,4.77
47.6869045,-122.3343893,53248458,NA,NA,69.98,4.77
47.6491924,-122.3324238,53248643,NA,NA,13.77,4.77
47.7141514,-122.3554857,53248712,NA,traffic_signals,136.21,4.77
47.7141514,-122.3502221,53248713,NA,NA,136.39,4.77
47.6670778,-122.3554042,53248722,NA,NA,102.38,4.77
47.6685695,-122.2821354,53248778,NA,NA,38.71,4.77
47.6516648,-122.279464,53248779,NA,NA,16.59,76.35
47.5087899,-122.2660305,53248789,NA,NA,80.44,4.77
47.5407679,-122.377893,53249197,NA,NA,148.27,4.77
47.5356193,-122.3783831,53249235,NA,NA,148.62,4.77
47.5802888,-122.3766957,53249250,NA,traffic_signals,94.11,76.35
47.5127342,-122.3774804,53249285,NA,turning_circle,123.12,4.77
47.5050888,-122.3776537,53249301,NA,NA,93.01,4.77
47.5334028,-122.3779806,53249308,NA,NA,141.05,4.77
47.683983,-122.3633073,53249312,NA,NA,80.16,4.77
47.5429781,-122.3637918,53249333,NA,NA,46.52,4.77
47.5336981,-122.3631826,53249341,NA,NA,76.88,4.77
47.535518,-122.3631698,53249344,NA,NA,69.09,4.77
47.5578974,-122.3080489,53249452,NA,NA,89.47,4.77
47.5501231,-122.3040542,53249464,NA,NA,95.24,4.77
47.5497885,-122.2880271,53249472,NA,NA,49.31,4.77
47.5497711,-122.2862823,53249473,NA,NA,42.09,4.77
47.5497664,-122.2857229,53249474,NA,NA,44.65,4.77
47.5497574,-122.2846498,53249475,NA,NA,57.25,4.77
47.5497306,-122.2741477,53249476,NA,NA,46.79,4.77
47.5497187,-122.2661534,53249477,NA,NA,77.15,9.54
47.5499302,-122.3099167,53249478,NA,NA,37.14,4.77
47.5306077,-122.2676676,53249507,NA,NA,19.65,4.77
47.7084445,-122.3707593,53249630,NA,NA,67.82,4.77
47.7135773,-122.363611,53249741,NA,NA,98.58,4.77
47.7127733,-122.3737248,53249742,NA,turning_circle,41.24,4.77
47.5830121,-122.3203143,53249753,NA,NA,7.32,4.77
47.5829686,-122.3094895,53249755,NA,NA,61.57,4.77
47.5824934,-122.2929951,53249756,NA,NA,60.18,4.77
47.5828982,-122.2929954,53249757,NA,NA,62.28,4.77
47.6061773,-122.30894,53249795,NA,NA,101.83,4.77
47.5227045,-122.3401799,53250014,NA,NA,115.67,4.77
47.6738773,-122.3499473,53250061,NA,NA,80.62,4.77
47.6738744,-122.3484929,53250063,NA,NA,70.67,4.77
47.541153,-122.3604445,53250106,NA,NA,65.93,4.77
47.5303614,-122.2736172,53250144,NA,NA,24.65,4.77
47.5279093,-122.2734425,53250147,NA,NA,21.93,4.77
47.5605813,-122.2744956,53250148,NA,NA,36.73,9.54
47.5121296,-122.2739163,53250155,NA,NA,70.28,4.77
47.5111554,-122.2739499,53250156,NA,NA,58.64,4.77
47.5623089,-122.2744906,53250161,NA,NA,39.31,9.54
47.6679079,-122.3553994,53250171,NA,NA,102.64,4.77
47.6677491,-122.3554007,53250172,NA,NA,102.56,4.77
47.5076851,-122.2559239,53250178,NA,NA,104.1,4.77
47.5536308,-122.2862079,53250189,NA,NA,59.12,4.77
47.527933,-122.2776898,53250197,NA,NA,27.63,4.77
47.5211073,-122.2737961,53250200,NA,NA,34.94,4.77
47.6268623,-122.3086441,53250241,NA,NA,122.91,4.77
47.6723452,-122.3584648,53250421,NA,NA,90.21,4.77
47.6721674,-122.4025893,53250425,NA,NA,29.07,9.54
47.6721783,-122.4044974,53250426,NA,NA,23.76,9.54
47.7278552,-122.3302117,53250427,NA,NA,138.2,4.77
47.7282047,-122.3555484,53250428,NA,NA,138.24,4.77
47.7279679,-122.3404221,53250429,NA,turning_circle,137.22,4.77
47.5811192,-122.3920478,53250436,NA,NA,92.13,4.77
47.6873552,-122.2810308,53250441,NA,NA,94.25,4.77
47.6061717,-122.3050655,53250533,NA,NA,86.94,4.77
47.6061684,-122.302785,53250534,NA,traffic_signals,86.85,4.77
47.6061819,-122.2967658,53250536,NA,NA,92.22,4.77
47.6795517,-122.3553051,53250565,NA,NA,99.6,4.77
47.7159761,-122.3554909,53250571,NA,NA,139.37,4.77
47.6685226,-122.2938421,53250614,NA,NA,60.52,4.77
47.6802942,-122.2947208,53250615,NA,NA,109.99,4.77
47.7155706,-122.2952827,53250616,NA,NA,57.04,4.77
47.7259774,-122.294623,53250621,NA,NA,68.94,4.77
47.7133575,-122.2949653,53250622,NA,NA,45.85,4.77
47.7021654,-122.2953169,53250624,NA,turning_circle,71.68,4.77
47.6449845,-122.4120043,53250772,NA,NA,87.18,76.35
47.6446195,-122.3969545,53250774,NA,NA,67.01,4.77
47.6450126,-122.400241,53250777,NA,NA,61.09,4.77
47.6938875,-122.2998696,53250787,NA,NA,98.74,4.77
47.6735633,-122.3499548,53250802,NA,NA,89.54,4.77
47.6527472,-122.3499258,53250811,NA,NA,35.44,4.77
47.7308384,-122.3505247,53250816,NA,NA,147.37,4.77
47.7328911,-122.3505642,53250817,NA,NA,144.98,4.77
47.5398027,-122.2656948,53250828,NA,NA,39.49,76.35
47.4979987,-122.2685446,53250879,NA,NA,81.71,4.77
47.589361,-122.3094776,53250937,NA,NA,33.77,4.77
47.539802,-122.2718464,53250999,NA,NA,30.6,4.77
47.5213886,-122.2859835,53251059,NA,NA,78.06,4.77
47.5206542,-122.3191104,53251065,NA,NA,8.24,9.54
47.7326926,-122.3671257,53251067,NA,NA,112.43,9.54
47.6161394,-122.3452581,53251089,NA,traffic_signals,38.58,4.77
47.5811984,-122.3918338,53251192,NA,NA,92.31,4.77
47.5759381,-122.4120365,53251196,NA,NA,7.85,76.35
47.5690012,-122.3156757,53251259,NA,NA,92.29,4.77
47.6544206,-122.2758228,53251482,NA,NA,51.41,76.35
47.631414,-122.3443527,53251841,NA,NA,58.35,4.77
47.5608064,-122.292571,53251860,NA,NA,41.28,4.77
47.560555,-122.2794925,53251861,NA,NA,46.2,4.77
47.5609405,-122.3153389,53251866,NA,turning_circle,72.27,4.77
47.5603112,-122.3394083,53251867,NA,NA,5.39,9.54
47.5336849,-122.35775340000001,53252010,NA,NA,97.65,4.77
47.5581211,-122.3570414,53252031,NA,NA,60.12,4.77
47.6043971,-122.3228088,53252301,NA,NA,101.3,4.77
47.5215467,-122.3920699,53252306,NA,NA,19.16,9.54
47.5451982,-122.2645658,53252355,NA,NA,63.98,76.35
47.5311657,-122.2687927,53252356,NA,turning_circle,13.71,4.77
47.6842762,-122.3331143,53252598,NA,NA,66.24,4.77
47.5333575,-122.3766091,53252797,NA,traffic_signals,143.38,4.77
47.5336636,-122.3880128,53252807,NA,NA,114.52,9.54
47.533756,-122.3766065,53252809,NA,traffic_signals,145.67,4.77
47.5336982,-122.3452116,53252810,NA,NA,103.79,4.77
47.6842715,-122.3241759,53252966,NA,NA,84.66,4.77
47.6685325,-122.2995619,53252989,NA,NA,31.26,4.77
47.6685928,-122.3212792,53252992,NA,NA,63.29,4.77
47.7140576,-122.3262567,53253061,NA,NA,107.73,4.77
47.7141579,-122.3003028,53253063,NA,NA,57.43,4.77
47.7327655,-122.3005992,53253214,NA,NA,82.33,4.77
47.6767273,-122.2995486,53253220,NA,NA,67.52,4.77
47.680937,-122.299635,53253221,NA,NA,76.71,4.77
47.6838876,-122.2997025,53253222,NA,NA,74.99,4.77
47.7276638,-122.3005215,53253223,NA,NA,77.02,4.77
47.528513,-122.2790704,53253548,NA,NA,28.31,4.77
47.5279083,-122.2790148,53253549,NA,NA,25.89,4.77
47.6795967,-122.3472862,53253646,NA,NA,62.82,4.77
47.6436304,-122.4125007,53253684,NA,NA,78.26,76.35
47.5450969,-122.388651,53253777,NA,NA,61.97,9.54
47.6531081,-122.3286788,53253851,NA,NA,22.92,4.77
47.652755,-122.3505747,53253852,NA,NA,32.6,4.77
47.7057421,-122.3805706,53253866,NA,turning_circle,80.43,76.35
47.7069453,-122.3796617,53253867,NA,turning_circle,72.18,76.35
47.6743397,-122.3222809,53253980,NA,NA,57.11,4.77
47.6809012,-122.3217808,53253981,NA,NA,68.46,4.77
47.6604919,-122.3640148,53254044,NA,NA,16.19,4.77
47.6607783,-122.364015,53254045,NA,NA,16.45,4.77
47.5278787,-122.2859475,53254082,NA,NA,45.12,4.77
47.5357989,-122.3855599,53254192,NA,NA,103.89,4.77
47.5358385,-122.3880031,53254193,NA,NA,102.63,9.54
47.5355698,-122.3765979,53254198,NA,traffic_signals,153.44,4.77
